brianpid,season,position,age,team,unitid,college,franname,wt,ht,birthdate,drafted_team,draft_round,draft_pkoverall,nfldraftyear,suppdraft,undrafted,nfldraft,birthday,transfercollege,drafted_fran,major_award,all_american,combineonly,combinepart,race,divfbs,bcsschool,birthcity,birthstate,captain,g,gs,av,law,lgeaction,tmaction,alcohol,drugs,driving,harm_othr,domestic,weapon,othr_crm,chrg_drop,guilty,acquit,probn,jail,susp_s,fine,other_punish,plea,divprog,team_suspend,team_boot,team_fine,nfl_suspend,nfl_boot,nfl_fine,nfl_counsel,intincident,finalsusp,indefinite,finalfinegame,finalfineextra,cutfromteam,otherdocking,lgepunished,teampunished,directtolge,directtoteam,directtoplayer,directtofans,directtoref,directtocoach,directtomedia,directtosociety,perscond,subabuse,pedpolicy,cdtt,cdtl,fieldfight,fieldhit,fieldnonv,fieldunsport,uniformequp,leaguerules,undisclosed,contract,fieldmis,oncond,playerappealed,appealsuccess,yrs,nflexp,probowl,apcomepoy,apdefpoy,apdefroy,apmvp,apoffpoy,apoffroy,bertbell,pfwacomepoy,pfwamvp,sbmvp,wpmoy,seasontotalaward,cpi_urban,deflator,real_basesal,real_signbonus,real_totbon,real_totsal,real_capvalue,fips,winpct,fbplay,sbchamp,msa_pop,real_msainc,oid,owner,owner_fnd,single,partner,corp,sportent,govt,lgecontrol,familyowned,gen2,gen3,winpctlag1
AdamMi02,2012,rt,22,Pittsburgh Steelers,204796,Ohio State,Pittsburgh Steelers,323,6-7,3/10/1990,Pittsburgh Steelers,2,56,2012,0,0,1,10mar1990,,Pittsburgh Steelers,0,1,0,1,2,1,1,Farrell ,PA,0,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,416373.25,271496.72,0,-814490.13,687870,38300,.5,0,0,2361815,117577015296,RoonDa0,Dan Rooney,1988,1,0,0,0,0,0,1,1,0,.75
AdamMi21,2004,CB,23,San Francisco 49ers,130943,Delaware,San Francisco 49ers,195,5-10,3/24/1981,,,,2004,0,1,0,24mar1981,,,,,,,2,0,0,Paterson,NJ,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,188.89999,.77064294,0,0,0,0,0,41860,.125,0,0,4133400,277324201984,deyo-york-100,Denise DeBartolo York and John York,2000,0,1,0,0,0,0,1,0,0,.43799999
AdamMo00,2017,DT,22,Green Bay Packers,100858,Auburn,Green Bay Packers,304,,7/24/1995,Green Bay Packers,3,93,2017,0,0,1,24jul1995,,Green Bay Packers,,,0,1,2,1,1,Americus,GA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,465000,186194,0,666194,666194,24580,.43799999,0,0,,,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.625
AdamPh00,2010,CB,22,San Francisco 49ers,218733,South Carolina State,San Francisco 49ers,193,6-0,7/20/1988,San Francisco 49ers,7,224,2010,0,0,1,20jul1988,,San Francisco 49ers,0,0,0,0,2,0,0,Rock Hill,SC,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,41860,.375,0,0,4343381,285949067264,YorkJe0,Jed York,2009,1,0,0,0,0,0,0,1,0,.5
AdamRo01,2017,WR,23,Minnesota Vikings,137351,South Florida,Minnesota Vikings,189,,9/15/1994,Minnesota Vikings,5,170,2017,0,0,1,15sep1994,,Minnesota Vikings,,,0,1,2,1,0,St. Petersburg,FL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,283624,61626,0,345250,345249,33460,.81300002,1,0,,,WilfZy0,Zygi Wilf,2005,1,0,0,0,0,0,0,0,0,.5
AdamTy00,2015,LB,,,141334,West Georgia,Seattle Seahawks,,,4/11/1992,,,,2015,,,0,,,,,,,,2,0,0,Atlanta,GA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,95558.914,0,0,95558.914,95558.914,42660,.625,1,0,3733580,235615944704,AllePa0,Paul Allen,1997,1,0,0,0,0,0,0,0,0,.75
AdcoLe00,2012,T,,,207388,Oklahoma State,Dallas Cowboys,,,11/12/1988,,,,2012,,,,,,,,,,,1,1,1,Claremore,OK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,3202.8713,0,0,3202.8713,3202.8713,19100,.5,0,0,6709559,331525357568,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.5
AddaJa00,2013,s,23,San Diego Chargers,169248,Central Michigan,Los Angeles Chargers,195,5-11,1/24/1990,,,,2013,0,1,0,24jan1990,,,,,,,2,1,0,Valrico,FL,0,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,426145.59,1752.984,0,422637.5,427898.56,41740,.56300002,1,0,3223645,165994725376,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.43799999
AddaJo00,2006,RB,23,Indianapolis Colts,159391,Louisiana State,Indianapolis Colts,210,5-11,5/3/1983,Indianapolis Colts,1,30,2006,0,0,1,03may1983,,Indianapolis Colts,0,0,0,1,2,1,1,Houston,TX,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,201.60001,.82245433,0,0,0,0,0,26900,.75,1,1,1669484,77821067264,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.875
AddiBr01,2016,WR,23,Chicago Bears,209551,Oregon,Chicago Bears,197,5-9,10/12/1993,,,,2016,0,1,0,12oct1993,,,,,1,1,2,1,1,Houston,TX,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,68161.797,0,0,68161.797,68161.797,16980,.18799999,0,0,9512999,540269576192,McCaVi0,Virginia Halas McCaskey,1983,1,0,0,0,0,0,0,1,0,.375
AddiMa00,2011,DE,24,Indianapolis Colts,102368,Troy,Indianapolis Colts,239,6-2,9/6/1987,,,,2011,0,1,0,06sep1987,,,,,,,2,1,0,Birmingham,AL,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,1907.006,0,410551.13,410551.13,26900,.125,0,0,1778568,78634950656,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.625
AdebQu00,2017,WR,22,Baltimore Ravens,176017,Mississippi,Baltimore Ravens,197,,5/26/1995,,,,2017,0,1,0,26may1995,,,,,1,1,2,1,1,Bladensburg,MD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,142553,0,0,142553,142553,12580,.56300002,0,0,,,BiscSt0,Steve Bisciotti,2004,1,0,0,0,0,0,0,0,0,.5
AdeyVi20,2006,DE,23,St. Louis Rams,151351,Indiana,Los Angeles Rams,270,6-4,2/11/1983,St. Louis Rams,4,113,2006,0,0,1,11feb1983,,Los Angeles Rams,0,0,0,1,2,1,1,,Nigeria,0,12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,201.60001,.82245433,0,0,0,0,0,41180,.5,0,0,2768884,131721134080,FronGe0,Georgia Frontiere,1979,1,0,0,0,0,0,0,0,0,.375
AdibXa99,2008,lb,24,Houston Texans,233921,Virginia Tech,Houston Texans,220,6-2,10/18/1984,Houston Texans,4,118,2008,0,0,1,18oct1984,,Houston Texans,0,1,0,1,2,1,1,Stillwater,OK,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,215.30299,.87835753,0,0,0,0,0,26420,.5,0,0,5702270,316423176192,McNaBo0,Robert C. McNair,2002,1,0,0,0,0,0,0,0,0,.5
AdjeJu00,2015,cb,23,Tampa Bay Buccaneers,201441,Bowling Green,Tampa Bay Buccaneers,200,5-11,7/21/1992,,,,2015,0,1,0,21jul1992,,,,,,,2,1,0,Pordenone,Italy,0,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,390959.03,0,0,390959.03,390959.03,45300,.375,0,0,2975225,132332355584,GlazBr0,Bryan Glazer,2014,1,0,0,0,0,0,0,1,0,.125
AdonDa00,2013,OLB,24,Indianapolis Colts,1000000,Pretoria,Indianapolis Colts,257,6-5,10/12/1989,,,,2013,0,1,0,12oct1989,,,,,,,2,0,0,Nairobi,Kenya,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,501904.81,0,0,501904.81,176028.64,26900,.68800002,1,0,1953277,92758810624,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.68800002
AfalAl99,2009,SS,22,Chicago Bears,209542,Oregon State,Chicago Bears,213,5-11,1/20/1987,Chicago Bears,6,190,2009,0,0,1,20jan1987,,Chicago Bears,0,0,0,0,3,1,1,Laie,HI,0,13,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,214.537,.87523258,0,0,0,0,0,16980,.43799999,0,0,9429498,464830791680,McCaVi0,Virginia Halas McCaskey,1983,1,0,0,0,0,0,0,1,0,.56300002
AghoNe00,2015,WR,22,Philadelphia Eagles,123961,Southern California,Philadelphia Eagles,190,6-1,5/24/1993,Philadelphia Eagles,1,20,2015,0,0,1,24may1993,,Philadelphia Eagles,,,0,1,2,1,1,Lagos,Nigeria,0,13,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,449871.53,1313394.3,0,-7048535.5,1763265.8,37980,.43799999,0,0,6069875,358896107520,LuriJe0,Jeffrey Lurie,1994,1,0,0,0,0,0,0,0,0,.625
AgneJa00,2017,CB,22,Detroit Lions,122436,San Diego,Detroit Lions,185,5-10,4/3/1995,Detroit Lions,5,165,2017,0,0,1,03apr1995,,Detroit Lions,,,0,0,2,0,0,San Diego,CA,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,465000,64591,0,271227,529591,19820,.56300002,0,0,,,FordMa0,Martha Firestone Ford,2014,1,0,0,0,0,0,0,0,0,.56300002
AgneRa00,2014,FB,23,Cleveland Browns II,149222,Southern Illinois,Cleveland Browns,242,5-11,2/26/1991,,,,2014,0,1,0,26feb1991,,,,,,,2,0,0,Winston-Salem,NC,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,332550.47,0,0,332550.47,332550.47,17460,.43799999,0,0,2064079,98939641856,HaslJi1,Jimmy Haslam III,2012,1,0,0,0,0,0,0,0,0,.25
AguaRo00,2016,K,22,Tampa Bay Buccaneers,134097,Florida State,Tampa Bay Buccaneers,207,6-0,5/17/1994,Tampa Bay Buccaneers,2,59,2016,0,0,1,17may1994,,Tampa Bay Buccaneers,,,0,1,3,1,1,Mascotte,FL,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,459586.59,292940.5,0,-876548.06,752527.13,45300,.56300002,0,0,3032171,135833370624,GlazBr0,Bryan Glazer,2014,1,0,0,0,0,0,0,1,0,.375
AgudCa00,2017,WR,,,186380,Rutgers,Arizona Cardinals,,,2/1/1994,,,,2017,,,,,,,,,,,2,1,1,Somerset,NJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,182859,4333,0,187192,187192,38060,.5,0,0,,,BidwBi0,Bill Bidwill,1962,1,0,0,0,0,0,0,1,0,.46900001
AikeDa00,2011,LS,23,New England Patriots,234076,Virginia,New England Patriots,250,6-4,8/28/1988,,,,2011,0,1,0,28aug1988,,,,,1,1,1,1,1,Oxford,CT,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,410369.16,0,0,410369.16,410369.16,14460,.81300002,1,0,4591112,289640611840,KrafRo0,Robert Kraft,1994,1,0,0,0,0,0,0,0,0,.875
AikeKa00,2011,WR,22,Buffalo Bills,132903,Central Florida,Buffalo Bills,213,6-2,5/30/1989,,,,2011,0,1,0,30may1989,,,,,,,2,1,0,Hollywood,FL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,0,0,408644.13,408644.13,15380,.375,0,0,1134039,49580716032,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.25
AikeSa00,2003,WR,23,Buffalo Bills,199120,North Carolina,Buffalo Bills,204,6-2,12/14/1980,Buffalo Bills,4,127,2003,0,0,1,14dec1980,,Buffalo Bills,0,0,0,1,2,1,1,Clinton,NC,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,15380,.375,0,0,1159918,45525385216,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.5
AikeWa00,2014,FS,23,Miami Dolphins,232557,Liberty,Miami Dolphins,205,6-1,6/19/1991,Miami Dolphins,4,125,2014,0,0,1,19jun1991,,Miami Dolphins,0,0,0,0,2,0,0,Charlotte,NC,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,434874.31,107659.35,0,111896.27,542533.69,33100,.5,0,0,5937100,294422544384,RossSt0,Stephen Ross,2008,1,0,0,0,0,0,0,0,0,.5
AingEr00,2008,QB,,NY Jets,221759,Tennessee,New York Jets,,,6/12/1986,NY Jets,5,162,2008,,,1,,,,0,0,0,1,1,1,1,Portland,OR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,215.30299,.87835753,0,0,0,0,0,35620,.56300002,0,0,18672355,1190158008320,JohnWo0,Robert Wood Johnson IV,2000,1,0,0,0,0,0,0,0,0,.25
AjayJa00,2015,RB,22,Miami Dolphins,142115,Boise State,Miami Dolphins,216,6-0,6/15/1993,Miami Dolphins,5,149,2015,0,0,1,15jun1993,,Miami Dolphins,,,0,1,2,1,0,London,England,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,392930.19,57090.246,0,221658.42,450020.44,33100,.375,0,0,6012331,309767634944,RossSt0,Stephen Ross,2008,1,0,0,0,0,0,0,0,0,.5
AjirSe00,2010,WR,23,San Diego Chargers,110556,Fresno State,Los Angeles Chargers,211,6-3,6/12/1987,,,,2010,0,1,0,12jun1987,,,,,1,1,2,1,0,Mountain View,CA,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,41740,.56300002,0,0,3105115,156901883904,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.81300002
AkbaHa20,2001,S,21,New England Patriots,236948,Washington,New England Patriots,222,6-0,8/11/1980,New England Patriots,5,163,2001,0,0,1,11aug1980,,New England Patriots,0,0,0,1,2,1,1,Riverside,CA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,177.10001,.7225033,0,0,0,0,0,14460,.68800002,1,1,4432132,264462368768,KrafRo0,Robert Kraft,1994,1,0,0,0,0,0,0,0,0,.31299999
AkinCh20,1999,CB,23,Dallas Cowboys,106412,Arkansas-Pine Bluff,Dallas Cowboys,200,5-11,11/29/1976,Green Bay Packers,7,212,1999,0,0,1,29nov1976,1,Green Bay Packers,0,0,0,,2,0,0,Little Rock,AR,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,19100,.5,1,0,5059956,233809707008,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.625
AlabAn20,2005,OT,,Miami Dolphins,228875,Texas Christian,Miami Dolphins,,,2/16/1981,Miami Dolphins,5,162,2005,,,1,,,,0,0,0,1,2,1,0,San Antonio,TX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,33100,.56300002,0,0,5411148,264328806400,HuizWa0,Wayne Huizenga,1993,1,0,0,0,0,0,0,0,0,.25
AlamIk99,2007,DE,23,Detroit Lions,141574,Hawaii,Detroit Lions,280,6-5,12/4/1984,Detroit Lions,2,58,2007,0,0,1,04dec1984,,Detroit Lions,0,0,0,1,2,1,0,Kane'ohe,HI,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,19820,.43799999,0,0,4377116,202904403968,FordWi0,"William Clay Ford, Sr.",1961,1,0,0,0,0,0,0,0,0,.18799999
AlbeBr20,2008,LT,24,Kansas City Chiefs,234076,Virginia,Kansas City Chiefs,315,6-7,11/4/1984,Kansas City Chiefs,1,15,2008,0,0,1,04nov1984,,Kansas City Chiefs,0,1,0,1,2,1,1,Rochester,NY,0,15,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,215.30299,.87835753,0,0,0,0,0,28140,.125,0,0,1999739,98272985088,HuntCl0,Clark Hunt,2006,1,0,0,0,0,0,0,1,0,.25
AlbrAl00,2011,OLB,23,Dallas Cowboys,164924,Boston College,Dallas Cowboys,251,6-5,1/29/1988,,,,2011,0,1,0,29jan1988,,,,,,,1,1,1,Cincinnati,OH,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,544.85883,0,409189,409189,19100,.5,0,0,6526548,310852812800,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.375
AlbrBr00,2016,OLB,22,Buffalo Bills,204024,Miami of Ohio,Buffalo Bills,225,6-5,3/15/1994,,,,2016,0,1,0,15mar1994,,,,,,,1,1,0,Cincinnati,OH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,159772.73,0,0,159772.73,159772.73,15380,.43799999,0,0,1132804,53810745344,PeguTe0,Terry Pegula,2014,1,0,0,0,0,0,0,0,0,.5
AlcoZa20,2006,TE,26,Green Bay Packers,219046,Black Hills State,Green Bay Packers,260,6-4,8/24/1980,,,,2006,0,1,0,24aug1980,1,,,,,,1,0,0,Chadron,NE,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,201.60001,.82245433,0,0,0,0,0,24580,.5,0,0,298702,12710470656,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.25
AleaIn20,1997,lb,24,New Orleans Saints,236948,Washington,New Orleans Saints,251,6-1,4/27/1973,,,,1997,0,1,0,27apr1973,,,,,,,3,1,1,Honolulu,HI,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,35380,.375,0,0,1312573,48116277248,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.18799999
